         136450955 function calls (133398617 primitive calls) in 99.381 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      600    0.009    0.000    0.021    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\lib\function_base.py:5368(insert)
   119549    0.021    0.000    0.021    0.000 {method 'add' of 'set' objects}
    89700    0.021    0.000    0.021    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\common.py:176(<genexpr>)
     6134    0.015    0.000    0.020    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:573(_remove_check_callbacks)
    29947    0.020    0.000    0.020    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\concat.py:226(<listcomp>)
    29850    0.015    0.000    0.020    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:193(count)
   119547    0.020    0.000    0.020    0.000 {method 'pop' of 'dict' objects}
   125173    0.020    0.000    0.020    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\nanops.py:198(_get_fill_value)
    73266    0.020    0.000    0.020    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:101(triggered)
   125338    0.019    0.000    0.019    0.000 {method 'values' of 'dict' objects}
       50    0.000    0.000    0.018    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:810(insert)
    40979    0.018    0.000    0.018    0.000 {method 'pop' of 'list' objects}
    29900    0.018    0.000    0.018    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\common.py:172(not_none)
      600    0.002    0.000    0.018    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:4847(_sanitize_column)
    60399    0.017    0.000    0.017    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:183(blklocs)
    29850    0.017    0.000    0.017    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:2297(<listcomp>)
      100    0.000    0.000    0.016    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:864(_enqueue_message)
      100    0.000    0.000    0.015    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\scriptrunner\script_run_context.py:97(enqueue)
      100    0.001    0.000    0.015    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\scriptrunner\script_runner.py:304(_enqueue_forward_msg)
    60500    0.014    0.000    0.014    0.000 {method 'get' of 'dict' objects}
    52803    0.014    0.000    0.014    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:86(__init__)
      550    0.003    0.000    0.014    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1446(_insert_update_blklocs_and_blknos)
     8714    0.005    0.000    0.014    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:59(__exit__)
     6134    0.011    0.000    0.014    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:556(_populate_value)
      100    0.001    0.000    0.013    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\blinker\base.py:279(send)
      100    0.011    0.000    0.013    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:228(__init__)
    56912    0.012    0.000    0.012    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:180(capacity)
    59850    0.012    0.000    0.012    0.000 {pandas._libs.algos.ensure_platform_int}
     6134    0.004    0.000    0.011    0.000 {built-in method builtins.iter}
    61900    0.011    0.000    0.011    0.000 {built-in method numpy.asanyarray}
       50    0.000    0.000    0.011    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:4251(__delitem__)
      650    0.004    0.000    0.011    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\common.py:229(asarray_tuplesafe)
     1100    0.007    0.000    0.011    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\lib\function_base.py:5562(append)
      100    0.000    0.000    0.011    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\app_session.py:454(_on_scriptrunner_event)
    30648    0.011    0.000    0.011    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:931(dtype)
       50    0.001    0.000    0.010    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1468(idelete)
      100    0.000    0.000    0.010    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\asyncio\base_events.py:804(call_soon_threadsafe)
      600    0.003    0.000    0.010    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\numeric.py:1393(moveaxis)
      100    0.000    0.000    0.009    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\asyncio\selector_events.py:128(_write_to_self)
      600    0.003    0.000    0.009    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:2205(is_unique)
      100    0.009    0.000    0.009    0.000 {method 'send' of '_socket.socket' objects}
    59698    0.009    0.000    0.009    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\multiarray.py:669(result_type)
       50    0.002    0.000    0.008    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:768(_slice_take_blocks_ax0)
     6134    0.004    0.000    0.008    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:478(__iter__)
      650    0.003    0.000    0.008    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:820(_engine)
    46615    0.007    0.000    0.007    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\core.py:120(active_process)
    29900    0.007    0.000    0.007    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:632(_constructor)
    29900    0.007    0.000    0.007    0.000 {method 'keys' of 'dict' objects}
    41808    0.007    0.000    0.007    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:164(<lambda>)
      550    0.003    0.000    0.006    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1436(_insert_update_mgr_locs)
    29849    0.006    0.000    0.006    0.000 {method 'pop' of 'set' objects}
    27778    0.006    0.000    0.006    0.000 {built-in method builtins.setattr}
       50    0.000    0.000    0.006    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\reshape\concat.py:708(_concat_indexes)
       50    0.000    0.000    0.006    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:5230(append)
    29900    0.006    0.000    0.006    0.000 {pandas._libs.lib.is_iterator}
       50    0.000    0.000    0.006    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:983(astype)
       48    0.000    0.000    0.005    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:5260(_concat)
    29850    0.005    0.000    0.005    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\fromnumeric.py:1021(_argsort_dispatcher)
     1200    0.004    0.000    0.005    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\numeric.py:1330(normalize_axis_tuple)
    29900    0.005    0.000    0.005    0.000 {function FrozenList.__getitem__ at 0x0000027A801FA5C0}
     6134    0.004    0.000    0.004    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:481(keys)
    29850    0.004    0.000    0.004    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.004    0.004 I:\csus\necs\NHSE BI\DCBI\Team Member Individual Folders\Madan\DES - Madan\DES - Madan\src\simulation.py:15(Simulate)
       23    0.003    0.000    0.003    0.000 {built-in method builtins.print}
      650    0.003    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:5109(__contains__)
       50    0.000    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:3713(__getitem__)
       50    0.000    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:7032(ensure_index_from_sequences)
     8174    0.003    0.000    0.003    0.000 I:\csus\necs\NHSE BI\DCBI\Team Member Individual Folders\Madan\DES - Madan\DES - Madan\src\simulation.py:286(<genexpr>)
      550    0.002    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:2314(_fast_count_smallints)
       50    0.000    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:6059(_find_common_type_compat)
     1100    0.001    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\fromnumeric.py:1768(ravel)
       50    0.000    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:4243(_get_item_cache)
    12268    0.003    0.000    0.003    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:482(<genexpr>)
      650    0.002    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:3625(get_loc)
      650    0.001    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:4963(_get_engine_target)
       50    0.000    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:3639(_ixs)
       50    0.000    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1302(find_result_type)
     6134    0.002    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:455(__init__)
      700    0.001    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\missing.py:679(is_valid_na_for_dtype)
      600    0.001    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:2481(ensure_block_shape)
       50    0.000    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:2323(_preprocess_slice_or_indexer)
      650    0.001    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:5071(_validate_fill_value)
    31999    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
       50    0.001    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexers\utils.py:241(maybe_convert_indices)
     6134    0.002    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\events.py:611(any_events)
      150    0.001    0.000    0.002    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:5159(__getitem__)
     4094    0.002    0.000    0.002    0.000 I:\csus\necs\NHSE BI\DCBI\Team Member Individual Folders\Madan\DES - Madan\DES - Madan\src\simulation.py:246(<genexpr>)
       50    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\astype.py:162(astype_array)
      600    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:4203(_ensure_valid_index)
      150    0.000    0.000    0.001    0.000 I:\csus\necs\NHSE BI\DCBI\Team Member Individual Folders\Madan\DES - Madan\DES - Madan\src\simulation.py:85(__init__)
       50    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\astype.py:60(_astype_nansafe)
      600    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:2660(_is_multi)
      150    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:243(__init__)
      200    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
     8924    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:56(__enter__)
      650    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:1489(__len__)
      200    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\blinker\base.py:382(receivers_for)
      200    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\core.py:61(bind_early)
     1200    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\numeric.py:1380(<listcomp>)
       50    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\frame.py:4226(_box_col_values)
      150    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:179(__init__)
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\caching\__init__.py:35(save_element_message)
      200    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\_methods.py:39(_amax)
     1200    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:599(_info_axis)
       50    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\core.py:104(__init__)
      650    0.001    0.000    0.001    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
     4150    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1426(<genexpr>)
      650    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:450(_engine_type)
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\inspect.py:409(iscoroutinefunction)
      150    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\base.py:169(__init__)
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:202(_data)
      200    0.001    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:279(getitem_block_columns)
       50    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:816(_cleanup)
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\google\protobuf\message.py:114(CopyFrom)
      200    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\caching\cached_message_replay.py:270(save_element_message)
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\inspect.py:391(_has_code_flag)
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\asyncio\base_events.py:780(_call_soon)
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\config.py:131(get_option)
      600    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      600    0.001    0.000    0.001    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:1084(iget)
       50    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:340(get_loc)
       48    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\base.py:5264(<listcomp>)
      650    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1750(np_can_hold_element)
     4600    0.001    0.000    0.001    0.000 {method 'items' of 'mappingproxy' objects}
      100    0.000    0.000    0.001    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\scriptrunner\script_runner.py:325(_maybe_handle_execution_control_request)
      100    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_1d_int64_int64}
      600    0.001    0.000    0.001    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1100    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\cursor.py:81(delta_path)
       99    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:1127(is_numeric_dtype)
      150    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1475(<genexpr>)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\caching\__init__.py:87(maybe_show_cached_st_function_warning)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\scriptrunner\script_run_context.py:153(get_script_run_ctx)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\common.py:95(is_bool_indexer)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:325(__contains__)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\typing.py:1297(__instancecheck__)
      650    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\common.py:367(apply_if_callable)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\asyncio\events.py:31(__init__)
      100    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      100    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
     1200    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\series.py:594(dtype)
      300    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:385(id)
      153    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\construction.py:714(_try_cast)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\blinker\_utilities.py:50(hashable_identity)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\common.py:112(ensure_python_int)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\series.py:1314(_set_as_cached)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:767(infer_dtype_from)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\managers.py:2000(dtype)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\threading.py:1446(current_thread)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\typing.py:1572(__subclasscheck__)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\__init__.py:29(exists)
      600    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\numeric.py:1455(<listcomp>)
     1200    0.000    0.000    0.000    0.000 {built-in method _operator.index}
     1100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\lib\function_base.py:5558(_append_dispatcher)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\internals\blocks.py:901(_slice)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\caching\cached_message_replay.py:370(maybe_show_cached_st_function_warning)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:301(_active_dg)
     1100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\fromnumeric.py:1764(_ravel_dispatcher)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\core.py:79(callback)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\legacy_caching\caching.py:286(maybe_show_cached_st_function_warning)
      100    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      100    0.000    0.000    0.000    0.000 {method 'Clear' of 'google._upb._message.Message' objects}
      600    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\scriptrunner\script_requests.py:144(on_scriptrunner_yield)
      200    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_indices_to_slice}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\runtime\scriptrunner\script_runner.py:300(_is_in_script_thread)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\inspect.py:300(ismethod)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\blinker\_saferef.py:215(__call__)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\cursor.py:21(make_delta_path)
      150    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\simpy\resources\resource.py:149(__init__)
      200    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:308(dtype)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\blinker\base.py:343(_extract_sender)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:784(infer_dtype_from_scalar)
      600    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\lib\function_base.py:5364(_insert_dispatcher)
      700    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\asyncio\base_events.py:517(_check_closed)
        2    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\indexes\range.py:831(_concat)
  200/100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:319(_main_dg)
      600    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\numeric.py:1389(_moveaxis_dispatcher)
      400    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\delta_generator.py:370(_cursor)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\config_option.py:222(value)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:947(_maybe_infer_dtype_type)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\streamlit\elements\progress.py:32(_get_value)
      100    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\dtypes\cast.py:1468(<genexpr>)
      550    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\numpy\core\multiarray.py:892(bincount)
       50    0.000    0.000    0.000    0.000 C:\Users\Madan.KUdayappan\AppData\Local\miniconda3\Lib\site-packages\pandas\core\generic.py:4291(_check_inplace_and_allows_duplicate_labels)
